EntityID,Entity Name,Primary Contact,Secondary Contact,Primary Email,Secondary Email,Entity Type,Active?,Address,Child(ren) Enrolled,Total Donated,Number of Donations,Date of Most Recent Donation,Amount of Most Recent Donation,Preferred Fundraiser(s),Notes,,,,,,,,,,,,
FAM0520,Robin Evans and Avery Hall,Avery Hall 252,Robin Evans,donor252@example.com,donor221@example.com,Family,Living,"1321 Main St, City1221, ST, 90001221",ChildA-1221,$130.00 ,1,5/6/2015,$130.00 ,,,,,,,,,,,,,,
FAM0522,Milan Mitchell and Aubrey Lopez,Milan Mitchell 557,Aubrey Lopez,donor557@example.com,donor673@example.com,Family,Living,"1657 Main St, City1557, ST, 90001557",,,,,,,,,,,,,,,,,,,
FAM0522,Milan Mitchell and Aubrey Lopez,Aubrey Lopez 673,Milan Mitchell,donor673@example.com,donor557@example.com,Family,Living,"1657 Main St, City1557, ST, 90001557",,,,,,,,,,,,,,,,,,,
FAM0527,Riley Johnson and Harper Smith,Harper Smith 1215,Riley Johnson,donor1215@example.com,donor810@example.com,Family,Living,"1910 Main St, City1810, ST, 90001810",,,,,,,,,,,,,,,,,,,
FAM0527,Riley Johnson and Harper Smith,Riley Johnson 810,Harper Smith,donor810@example.com,donor1215@example.com,Family,Living,"1910 Main St, City1810, ST, 90001810",,,,,,,,,,,,,,,,,,,
FAM0530,Alex Lewis and Sydney Adams,Sydney Adams 1460,Alex Lewis,donor1460@example.com,donor160@example.com,Family,Living,"1260 Main St, City1160, ST, 90001160",ChildA-1160,,,,,,,,,,,,,,,,,,
FAM0530,Alex Lewis and Sydney Adams,Alex Lewis 160,Sydney Adams,donor160@example.com,donor1460@example.com,Family,Living,"1260 Main St, City1160, ST, 90001160",ChildA-1160,,,,,,,,,,,,,,,,,,
FAM0532,Robin Wright and Hunter Lewis,Hunter Lewis 1029,Robin Wright,donor1029@example.com,donor181@example.com,Family,Living,"1281 Main St, City1181, ST, 90001181",ChildA-1181,"$1,000.00 ",1,12/27/2018,"$1,000.00 ",,,,,,,,,,,,,,
FAM0532,Robin Wright and Hunter Lewis,Robin Wright 181,Hunter Lewis,donor181@example.com,donor1029@example.com,Family,Living,"1281 Main St, City1181, ST, 90001181",ChildA-1181,"$1,000.00 ",1,12/27/2018,"$1,000.00 ",,,,,,,,,,,,,,
FAM0536,Charlie Thompson and Jamie Edwards,Jamie Edwards 1206,Charlie Thompson,donor1206@example.com,donor373@example.com,Family,Living,"1473 Main St, City1373, ST, 90001373",ChildA-1373,,,,,,,,,,,,,,,,,,
FAM0536,Charlie Thompson and Jamie Edwards,Charlie Thompson 373,Jamie Edwards,donor373@example.com,donor1206@example.com,Family,Living,"1473 Main St, City1373, ST, 90001373",ChildA-1373,,,,,,,,,,,,,,,,,,
FAM0538,Charlie Lopez and Emerson Roberts,Emerson Roberts 1302,Charlie Lopez,donor1302@example.com,donor333@example.com,Family,Living,"1433 Main St, City1333, ST, 90001333",ChildA-1333,,,,,,,,,,,,,,,,,,
FAM0538,Charlie Lopez and Emerson Roberts,Charlie Lopez 333,Emerson Roberts,donor333@example.com,donor1302@example.com,Family,Living,"1433 Main St, City1333, ST, 90001333",ChildA-1333,,,,,,,,,,,,,,,,,,
FAM0540,Jordan Rivera and Jordan Stewart,Jordan Rivera 746,Jordan Stewart,donor746@example.com,donor801@example.com,Family,Living,"1846 Main St, City1746, ST, 90001746",ChildA-1746,,,,,,,,,,,,,,,,,,
FAM0540,Jordan Rivera and Jordan Stewart,Jordan Stewart 801,Jordan Rivera,donor801@example.com,donor746@example.com,Family,Living,"1846 Main St, City1746, ST, 90001746",ChildA-1746,,,,,,,,,,,,,,,,,,
FAM0542,Jesse Thomas and Jamie Campbell,Jamie Campbell 1446,Jesse Thomas,donor1446@example.com,donor217@example.com,Family,Living,"1317 Main St, City1217, ST, 90001217",ChildA-1217,$90.00 ,1,11/1/2016,$90.00 ,,,,,,,,,,,,,,
FAM0542,Jesse Thomas and Jamie Campbell,Jesse Thomas 217,Jamie Campbell,donor217@example.com,donor1446@example.com,Family,Living,"1317 Main St, City1217, ST, 90001217",ChildA-1217,$90.00 ,1,11/1/2016,$90.00 ,,,,,,,,,,,,,,
FAM0545,Aubrey Edwards and Sawyer Nguyen,Aubrey Edwards 153,Sawyer Nguyen,donor153@example.com,donor719@example.com,Family,Living,"1253 Main St, City1153, ST, 90001153",ChildA-1153,,,,,,,,,,,,,,,,,,
FAM0545,Aubrey Edwards and Sawyer Nguyen,Sawyer Nguyen 719,Aubrey Edwards,donor719@example.com,donor153@example.com,Family,Living,"1253 Main St, City1153, ST, 90001153",ChildA-1153,,,,,,,,,,,,,,,,,,
FAM0548,Milan Lewis and Logan Phillips,Milan Lewis 677,Logan Phillips,donor677@example.com,donor898@example.com,Family,Living,"1777 Main St, City1677, ST, 90001677",ChildA-1677,,,,,,,,,,,,,,,,,,
FAM0548,Milan Lewis and Logan Phillips,Logan Phillips 898,Milan Lewis,donor898@example.com,donor677@example.com,Family,Living,"1777 Main St, City1677, ST, 90001677",ChildA-1677,,,,,,,,,,,,,,,,,,
FAM0550,Cameron Evans and Riley White,Riley White 371,Cameron Evans,donor371@example.com,donor51@example.com,Family,Living,"1151 Main St, City1051, ST, 90001051",ChildA-1051,,,,,,,,,,,,,,,,,,
FAM0550,Cameron Evans and Cameron Walker,Cameron Evans 51,Cameron Walker,donor51@example.com,donor1051@example.com,Family,Living,"1151 Main St, City1051, ST, 90001051",ChildA-1051,,,,,,,,,,,,,,,,,,
FAM0552,Elliot Lewis and Skylar Phillips,Elliot Lewis 14,Skylar Phillips,donor14@example.com,donor449@example.com,Family,Living,"1114 Main St, City1014, ST, 90001014",ChildA-1014,,,,,,,,,,,,,,,,,,
FAM0552,Elliot Lewis and Skylar Phillips,Skylar Phillips 449,Elliot Lewis,donor449@example.com,donor14@example.com,Family,Living,"1114 Main St, City1014, ST, 90001014",ChildA-1014,,,,,,,,,,,,,,,,,,
FAM0554,Jordan Phillips and Shannon Flores,Shannon Flores 1108,Jordan Phillips,donor1108@example.com,donor786@example.com,Family,Living,"1886 Main St, City1786, ST, 90001786",ChildA-1786,,,,,,,,,,,,,,,,,,
FAM0554,Jordan Phillips and Shannon Flores,Jordan Phillips 786,Shannon Flores,donor786@example.com,donor1108@example.com,Family,Living,"1886 Main St, City1786, ST, 90001786",ChildA-1786,,,,,,,,,,,,,,,,,,
FAM0558,Shannon Stewart and Jamie Flores,Jamie Flores 1006,Shannon Stewart,donor1006@example.com,donor868@example.com,Family,Living,"1968 Main St, City1868, ST, 90001868",,,,,,,,,,,,,,,,,,,
FAM0558,Shannon Stewart and Jamie Flores,Shannon Stewart 868,Jamie Flores,donor868@example.com,donor1006@example.com,Family,Living,"1968 Main St, City1868, ST, 90001868",,,,,,,,,,,,,,,,,,,
FAM0562,Skylar Smith and Alex Thompson,Skylar Smith 569,Alex Thompson,donor569@example.com,donor720@example.com,Family,Living,"1669 Main St, City1569, ST, 90001569",,,,,,,,,,,,,,,,,,,
FAM0562,Skylar Smith and Alex Thompson,Alex Thompson 720,Skylar Smith,donor720@example.com,donor569@example.com,Family,Living,"1669 Main St, City1569, ST, 90001569",,,,,,,,,,,,,,,,,,,
FAM0564,Shannon Edwards and Jordan Lewis,Shannon Edwards 508,Jordan Lewis,donor508@example.com,donor826@example.com,Family,Living,"1608 Main St, City1508, ST, 90001508",,,,,,,,,,,,,,,,,,,
FAM0564,Shannon Edwards and Jordan Lewis,Jordan Lewis 826,Shannon Edwards,donor826@example.com,donor508@example.com,Family,Living,"1608 Main St, City1508, ST, 90001508",,,,,,,,,,,,,,,,,,,
FAM0566,Quinn Clark and Emerson Nguyen,Quinn Clark 1088,Emerson Nguyen,donor1088@example.com,donor1142@example.com,Family,Living,"2188 Main St, City2088, ST, 90002088",ChildA-2088,,,,,,,,,,,,,,,,,,
FAM0566,Quinn Clark and Emerson Nguyen,Emerson Nguyen 1142,Quinn Clark,donor1142@example.com,donor1088@example.com,Family,Living,"2188 Main St, City2088, ST, 90002088",ChildA-2088,,,,,,,,,,,,,,,,,,
FAM0568,Jordan Lopez and Casey Stewart,Jordan Lopez 1401,Casey Stewart,donor1401@example.com,donor1484@example.com,Family,Living,"2501 Main St, City2401, ST, 90002401",ChildA-2401,,,,,,,,,,,,,,,,,,
FAM0568,Jordan Lopez and Casey Stewart,Casey Stewart 1484,Jordan Lopez,donor1484@example.com,donor1401@example.com,Family,Living,"2501 Main St, City2401, ST, 90002401",ChildA-2401,,,,,,,,,,,,,,,,,,
FAM0570,Quinn Edwards and Jesse Rogers,Quinn Edwards 368,Jesse Rogers,donor368@example.com,donor897@example.com,Family,Living,"1468 Main St, City1368, ST, 90001368",ChildA-1368,,,,,,,,,,,,,,,,,,
FAM0570,Quinn Edwards and Jesse Rogers,Jesse Rogers 897,Quinn Edwards,donor897@example.com,donor368@example.com,Family,Living,"1468 Main St, City1368, ST, 90001368",ChildA-1368,,,,,,,,,,,,,,,,,,
FAM0574,Sam Walker and Dakota Mitchell,Sam Walker 1245,Dakota Mitchell,donor1245@example.com,donor1376@example.com,Family,Living,"2345 Main St, City2245, ST, 90002245",ChildA-2245,,,,,,,,,,,,,,,,,,
FAM0574,Sam Walker and Dakota Mitchell,Dakota Mitchell 1376,Sam Walker,donor1376@example.com,donor1245@example.com,Family,Living,"2345 Main St, City2245, ST, 90002245",ChildA-2245,,,,,,,,,,,,,,,,,,
FAM0577,Charlie Edwards and Brooklyn Adams,Charlie Edwards 1053,Brooklyn Adams,donor1053@example.com,donor1274@example.com,Family,Living,"2153 Main St, City2053, ST, 90002053",ChildA-2053,,,,,,,,,,,,,,,,,,
FAM0577,Charlie Edwards and Brooklyn Adams,Brooklyn Adams 1274,Charlie Edwards,donor1274@example.com,donor1053@example.com,Family,Living,"2153 Main St, City2053, ST, 90002053",ChildA-2053,,,,,,,,,,,,,,,,,,
FAM0579,Reese Harris and Eden Smith,Reese Harris 951,Eden Smith,donor951@example.com,donor995@example.com,Family,Living,"2051 Main St, City1951, ST, 90001951",,,,,,,,,,,,,,,,,,,
FAM0579,Reese Harris and Eden Smith,Eden Smith 995,Reese Harris,donor995@example.com,donor951@example.com,Family,Living,"2051 Main St, City1951, ST, 90001951",,,,,,,,,,,,,,,,,,,
FAM0586,Charlie Harris and Taylor Allen,Taylor Allen 1442,Charlie Harris,donor1442@example.com,donor53@example.com,Family,Living,"1153 Main St, City1053, ST, 90001053",ChildA-1053,,,,,,,,,,,,,,,,,,
FAM0586,Charlie Harris and Taylor Allen,Charlie Harris 53,Taylor Allen,donor53@example.com,donor1442@example.com,Family,Living,"1153 Main St, City1053, ST, 90001053",ChildA-1053,,,,,,,,,,,,,,,,,,
FAM0589,Frankie Campbell and Charlie Lopez,Charlie Lopez 1333,Frankie Campbell,donor1333@example.com,donor396@example.com,Family,Living,"1496 Main St, City1396, ST, 90001396",ChildA-1396,,,,,,,,,,,,,,,,,,
FAM0589,Frankie Campbell and Charlie Lopez,Frankie Campbell 396,Charlie Lopez,donor396@example.com,donor1333@example.com,Family,Living,"1496 Main St, City1396, ST, 90001396",ChildA-1396,,,,,,,,,,,,,,,,,,
FAM0591,Reese Martin and Parker Collins,Reese Martin 191,Parker Collins,donor191@example.com,donor499@example.com,Family,Living,"1291 Main St, City1191, ST, 90001191",ChildA-1191,,,,,,,,,,,,,,,,,,
FAM0591,Reese Martin and Parker Collins,Parker Collins 499,Reese Martin,donor499@example.com,donor191@example.com,Family,Living,"1291 Main St, City1191, ST, 90001191",ChildA-1191,,,,,,,,,,,,,,,,,,
FAM0593,Dakota Campbell and Hunter Rivera,Hunter Rivera 1069,Dakota Campbell,donor1069@example.com,donor216@example.com,Family,Living,"1316 Main St, City1216, ST, 90001216",ChildA-1216,,,,,,,,,,,,,,,,,,
FAM0593,Dakota Campbell and Hunter Rivera,Dakota Campbell 216,Hunter Rivera,donor216@example.com,donor1069@example.com,Family,Living,"1316 Main St, City1216, ST, 90001216",ChildA-1216,,,,,,,,,,,,,,,,,,
FAM0595,Milan King and Jordan Morris,Milan King 1037,Jordan Morris,donor1037@example.com,donor1186@example.com,Family,Living,"2137 Main St, City2037, ST, 90002037",ChildA-2037,,,,,,,,,,,,,,,,,,
FAM0595,Milan King and Jordan Morris,Jordan Morris 1186,Milan King,donor1186@example.com,donor1037@example.com,Family,Living,"2137 Main St, City2037, ST, 90002037",ChildA-2037,,,,,,,,,,,,,,,,,,
FAM0599,Charlie Carter and Logan Brown,Logan Brown 1098,Charlie Carter,donor1098@example.com,donor453@example.com,Family,Living,"1553 Main St, City1453, ST, 90001453",,,,,,,,,,,,,,,,,,,
FAM0599,Charlie Carter and Logan Brown,Charlie Carter 453,Logan Brown,donor453@example.com,donor1098@example.com,Family,Living,"1553 Main St, City1453, ST, 90001453",,,,,,,,,,,,,,,,,,,
FAM0602,Parker Nguyen and Dakota Harris,Parker Nguyen 739,Dakota Harris,donor739@example.com,donor896@example.com,Family,Living,"1839 Main St, City1739, ST, 90001739",,,,,,,,,,,,,,,,,,,
FAM0602,Parker Nguyen and Dakota Harris,Dakota Harris 896,Parker Nguyen,donor896@example.com,donor739@example.com,Family,Living,"1839 Main St, City1739, ST, 90001739",,,,,,,,,,,,,,,,,,,
FAM0604,Payton Scott and Casey Torres,Casey Torres 1404,Payton Scott,donor1404@example.com,donor905@example.com,Family,Living,"2005 Main St, City1905, ST, 90001905",ChildA-1905,,,,,,,,,,,,,,,,,,
FAM0604,Payton Scott and Casey Torres,Payton Scott 905,Casey Torres,donor905@example.com,donor1404@example.com,Family,Living,"2005 Main St, City1905, ST, 90001905",ChildA-1905,,,,,,,,,,,,,,,,,,
FAM0606,Dylan Morris and Hunter Campbell,Dylan Morris 383,Hunter Campbell,donor383@example.com,donor429@example.com,Family,Living,"1483 Main St, City1383, ST, 90001383",,,,,,,,,,,,,,,,,,,
FAM0606,Dylan Morris and Hunter Campbell,Hunter Campbell 429,Dylan Morris,donor429@example.com,donor383@example.com,Family,Living,"1483 Main St, City1383, ST, 90001383",,,,,,,,,,,,,,,,,,,
FAM0609,Shannon Stewart and Emerson Adams,Shannon Stewart 588,Emerson Adams,donor588@example.com,donor782@example.com,Family,Living,"1688 Main St, City1588, ST, 90001588",,,,,,,,,,,,,,,,,,,
FAM0609,Shannon Stewart and Emerson Adams,Emerson Adams 782,Shannon Stewart,donor782@example.com,donor588@example.com,Family,Living,"1688 Main St, City1588, ST, 90001588",,,,,,,,,,,,,,,,,,,
FAM0616,Brooklyn Perez and Quinn Parker,Brooklyn Perez 154,Quinn Parker,donor154@example.com,donor888@example.com,Family,Living,"1254 Main St, City1154, ST, 90001154",ChildA-1154,,,,,,,,,,,,,,,,,,
FAM0616,Brooklyn Perez and Quinn Parker,Quinn Parker 888,Brooklyn Perez,donor888@example.com,donor154@example.com,Family,Living,"1254 Main St, City1154, ST, 90001154",ChildA-1154,,,,,,,,,,,,,,,,,,
FAM0618,Taylor Cook and Jesse Evans,Jesse Evans 297,Taylor Cook,donor297@example.com,donor82@example.com,Family,Living,"1182 Main St, City1082, ST, 90001082",ChildA-1082,$100.00 ,1,12/8/2016,$100.00 ,,,,,,,,,,,,,,
FAM0618,Taylor Cook and Jesse Evans,Taylor Cook 82,Jesse Evans,donor82@example.com,donor297@example.com,Family,Living,"1182 Main St, City1082, ST, 90001082",ChildA-1082,$80.00 ,1,6/17/2015,$80.00 ,,,,,,,,,,,,,,
FAM0621,Sam Edwards and Avery Roberts,Avery Roberts 1492,Sam Edwards,donor1492@example.com,donor85@example.com,Family,Living,"1185 Main St, City1085, ST, 90001085",ChildA-1085,,,,,,,,,,,,,,,,,,
FAM0621,Sam Edwards and Avery Roberts,Sam Edwards 85,Avery Roberts,donor85@example.com,donor1492@example.com,Family,Living,"1185 Main St, City1085, ST, 90001085",ChildA-1085,,,,,,,,,,,,,,,,,,
FAM0623,Dakota Campbell and Hunter Adams,Dakota Campbell 256,Hunter Adams,donor256@example.com,donor549@example.com,Family,Living,"1356 Main St, City1256, ST, 90001256",,,,,,,,,,,,,,,,,,,
FAM0623,Dakota Campbell and Hunter Adams,Hunter Adams 549,Dakota Campbell,donor549@example.com,donor256@example.com,Family,Living,"1356 Main St, City1256, ST, 90001256",,,,,,,,,,,,,,,,,,,
FAM0625,Eden Lewis and Blake Clark,Blake Clark 1064,Eden Lewis,donor1064@example.com,donor355@example.com,Family,Living,"1455 Main St, City1355, ST, 90001355",ChildA-1355,,,,,,,,,,,,,,,,,,
FAM0625,Eden Lewis and Blake Clark,Eden Lewis 355,Blake Clark,donor355@example.com,donor1064@example.com,Family,Living,"1455 Main St, City1355, ST, 90001355",ChildA-1355,,,,,,,,,,,,,,,,,,
FAM0627,Robin Allen and Jordan Hall,Jordan Hall 1266,Robin Allen,donor1266@example.com,donor21@example.com,Family,Living,"1121 Main St, City1021, ST, 90001021",,,,,,,,,,,,,,,,,,,
FAM0627,Robin Allen and Jordan Hall,Robin Allen 21,Jordan Hall,donor21@example.com,donor1266@example.com,Family,Living,"1121 Main St, City1021, ST, 90001021",,,,,,,,,,,,,,,,,,,
FAM0631,Eden Rivera and Skylar Morris,Skylar Morris 1209,Eden Rivera,donor1209@example.com,donor155@example.com,Family,Living,"1255 Main St, City1155, ST, 90001155",ChildA-1155,$300.00 ,3,10/18/2016,$150.00 ,,,,,,,,,,,,,,
FAM0631,Eden Rivera and Skylar Morris,Eden Rivera 155,Skylar Morris,donor155@example.com,donor1209@example.com,Family,Living,"1255 Main St, City1155, ST, 90001155",ChildA-1155,$300.00 ,3,10/18/2016,$150.00 ,,,,,,,,,,,,,,
FAM0638,Jamie Stewart,Jamie Stewart 646,,donor646@example.com,,Family,Dead,"1746 Main St, City1646, ST, 90001646",,$700.00 ,7,12/21/2017,$100.00 ,,,,,,,,,,,,,,
FAM0640,Blake Adams and Spencer Johnson,Blake Adams 584,Spencer Johnson,donor584@example.com,donor990@example.com,Family,Living,"1684 Main St, City1584, ST, 90001584",,$2.38 ,1,12/11/2024,$2.38 ,,,,,,,,,,,,,,
FAM0640,Blake Adams and Spencer Johnson,Spencer Johnson 990,Blake Adams,donor990@example.com,donor584@example.com,Family,Living,"1684 Main St, City1584, ST, 90001584",,$2.38 ,1,12/11/2024,$2.38 ,,,,,,,,,,,,,,
FAM0645,Morgan Mitchell and Shannon Rivera,Shannon Rivera 1148,Morgan Mitchell,donor1148@example.com,donor843@example.com,Family,Living,"1943 Main St, City1843, ST, 90001843",ChildA-1843,,,,,,,,,,,,,,,,,,
FAM0645,Morgan Mitchell and Shannon Rivera,Morgan Mitchell 843,Shannon Rivera,donor843@example.com,donor1148@example.com,Family,Living,"1943 Main St, City1843, ST, 90001843",ChildA-1843,,,,,,,,,,,,,,,,,,
FAM0656,Shannon Lopez and Casey Cook,Shannon Lopez 388,Casey Cook,donor388@example.com,donor524@example.com,Family,Living,"1488 Main St, City1388, ST, 90001388",ChildA-1388,,,,,,,,,,,,,,,,,,
FAM0656,Shannon Lopez and Casey Cook,Casey Cook 524,Shannon Lopez,donor524@example.com,donor388@example.com,Family,Living,"1488 Main St, City1388, ST, 90001388",ChildA-1388,,,,,,,,,,,,,,,,,,
FAM0659,Kendall Clark and Sam Anderson,Kendall Clark 832,Sam Anderson,donor832@example.com,,Family,Living,"1932 Main St, City1832, ST, 90001832",ChildA-1832,$25.00 ,1,12/1/2016,$25.00 ,,,,,,,,,,,,,,
FAM0659,Kendall Clark and Sam Anderson,Sam Anderson 659,Kendall Clark,,donor832@example.com,Family,Living,"1932 Main St, City1832, ST, 90001832",ChildA-1832,$25.00 ,1,12/1/2016,$25.00 ,,,,,,,,,,,,,,
FAM0662,Sydney Clark and Jamie Carter,Sydney Clark 260,Jamie Carter,donor260@example.com,donor526@example.com,Family,Living,"1360 Main St, City1260, ST, 90001260",,$100.00 ,1,1/3/2017,$100.00 ,,,,,,,,,,,,,,
FAM0662,Sydney Clark and Jamie Carter,Jamie Carter 526,Sydney Clark,donor526@example.com,donor260@example.com,Family,Living,"1360 Main St, City1260, ST, 90001260",,$100.00 ,1,1/3/2017,$100.00 ,,,,,,,,,,,,,,
FAM0664,Cameron Parker and Dylan Clark,Dylan Clark 1303,Cameron Parker,donor1303@example.com,donor531@example.com,Family,Living,"1631 Main St, City1531, ST, 90001531",ChildA-1531,$65.00 ,1,5/13/2015,$65.00 ,,,,,,,,,,,,,,
FAM0664,Cameron Parker and Dylan Clark,Cameron Parker 531,Dylan Clark,donor531@example.com,donor1303@example.com,Family,Living,"1631 Main St, City1531, ST, 90001531",ChildA-1531,$65.00 ,1,5/13/2015,$65.00 ,,,,,,,,,,,,,,
FAM0666,Shannon Hall and Spencer Perez,Shannon Hall 668,Spencer Perez,donor668@example.com,donor950@example.com,Family,Living,"1768 Main St, City1668, ST, 90001668",,$20.00 ,1,12/31/1969,$20.00 ,,,,,,,,,,,,,,
FAM0666,Shannon Hall and Spencer Perez,Spencer Perez 950,Shannon Hall,donor950@example.com,donor668@example.com,Family,Living,"1768 Main St, City1668, ST, 90001668",,$20.00 ,1,12/31/1969,$20.00 ,,,,,,,,,,,,,,
FAM0669,Dylan Stewart and Elliot Cook,Dylan Stewart 183,Elliot Cook,donor183@example.com,donor374@example.com,Family,Living,"1283 Main St, City1183, ST, 90001183",ChildA-1183,$65.00 ,1,5/6/2015,$65.00 ,,,,,,,,,,,,,,
FAM0669,Dylan Stewart and Elliot Cook,Elliot Cook 372,Dylan Stewart,donor374@example.com,donor183@example.com,Family,Living,"1283 Main St, City1183, ST, 90001183",ChildA-1183,$65.00 ,1,5/6/2015,$65.00 ,,,,,,,,,,,,,,
FAM0671,Drew Torres and Jordan Stewart,Jordan Stewart 601,Drew Torres,donor601@example.com,donor87@example.com,Family,Living,"1187 Main St, City1087, ST, 90001087",ChildA-1087,,,,,,,,,,,,,,,,,,
FAM0671,Drew Torres and Jordan Stewart,Drew Torres 87,Jordan Stewart,donor87@example.com,donor601@example.com,Family,Living,"1187 Main St, City1087, ST, 90001087",ChildA-1087,,,,,,,,,,,,,,,,,,
FAM0673,Shannon Walker and Sydney Wright,Shannon Walker 1228,Sydney Wright,donor1228@example.com,donor1340@example.com,Family,Living,"2328 Main St, City2228, ST, 90002228",,$50.00 ,1,1/31/2008,$50.00 ,,,,,,,,,,,,,,
FAM0673,Shannon Walker and Sydney Wright,Sydney Wright 1340,Shannon Walker,donor1340@example.com,donor1228@example.com,Family,Living,"2328 Main St, City2228, ST, 90002228",,$50.00 ,1,1/31/2008,$50.00 ,,,,,,,,,,,,,,
FAM0676,Kendall Murphy and Corey Morris,Kendall Murphy 32,Corey Morris,donor32@example.com,donor787@example.com,Family,Living,"1132 Main St, City1032, ST, 90001032",ChildA-1032,,,,,,,,,,,,,,,,,,
FAM0676,Kendall Murphy and Corey Morris,Corey Morris 787,Kendall Murphy,donor787@example.com,donor32@example.com,Family,Living,"1132 Main St, City1032, ST, 90001032",ChildA-1032,,,,,,,,,,,,,,,,,,
FAM0678,Dylan Walker and Payton Young,Dylan Walker 103,Payton Young,donor103@example.com,donor945@example.com,Family,Living,"1203 Main St, City1103, ST, 90001103",ChildA-1103,$50.00 ,1,7/12/2019,$50.00 ,,,,,,,,,,,,,,
FAM0678,Dylan Walker and Payton Young,Payton Young 945,Dylan Walker,donor945@example.com,donor103@example.com,Family,Living,"1203 Main St, City1103, ST, 90001103",ChildA-1103,$100.00 ,1,1/28/2020,$100.00 ,,,,,,,,,,,,,,
FAM0680,Shannon King and Payton Roberts,Shannon King 148,Payton Roberts,donor148@example.com,donor745@example.com,Family,Living,"1248 Main St, City1148, ST, 90001148",ChildA-1148,,,,,,,,,,,,,,,,,,
FAM0680,Shannon King and Payton Roberts,Payton Roberts 745,Shannon King,donor745@example.com,donor148@example.com,Family,Living,"1248 Main St, City1148, ST, 90001148",ChildA-1148,,,,,,,,,,,,,,,,,,
FAM0686,Harper Harris and Payton Torres,Payton Torres 1185,Harper Harris,donor1185@example.com,donor655@example.com,Family,Living,"1755 Main St, City1655, ST, 90001655",ChildA-1655,,,,,,,,,,,,,,,,,,
FAM0686,Harper Harris and Payton Torres,Harper Harris 655,Payton Torres,donor655@example.com,donor1185@example.com,Family,Living,"1755 Main St, City1655, ST, 90001655",ChildA-1655,,,,,,,,,,,,,,,,,,
FAM0688,Frankie Murphy and Eden Carter,Frankie Murphy 156,Eden Carter,donor156@example.com,donor955@example.com,Family,Living,"1256 Main St, City1156, ST, 90001156",ChildA-1156,,,,,,,,,,,,,,,,,,
FAM0688,Frankie Murphy and Eden Carter,Eden Carter 955,Frankie Murphy,donor955@example.com,donor156@example.com,Family,Living,"1256 Main St, City1156, ST, 90001156",ChildA-1156,,,,,,,,,,,,,,,,,,
FAM0690,Drew Martin and Alex Morris,Alex Morris 1200,Drew Martin,donor1200@example.com,donor927@example.com,Family,Living,"2027 Main St, City1927, ST, 90001927",ChildA-1927,$50.00 ,1,1/30/2020,$50.00 ,,,,,,,,,,,,,,
FAM0690,Drew Martin and Alex Morris,Drew Martin 927,Alex Morris,donor927@example.com,donor1200@example.com,Family,Living,"2027 Main St, City1927, ST, 90001927",ChildA-1927,$50.00 ,1,1/30/2020,$50.00 ,,,,,,,,,,,,,,
FAM0692,Blake Hall and Reese Flores,Blake Hall 424,Reese Flores,donor424@example.com,donor71@example.com,Family,Dead,"1171 Main St, City1071, ST, 90001071",ChildA-1071,,,,,,,,,,,,,,,,,,
FAM0692,Blake Hall and Reese Flores,Reese Flores 71,Blake Hall,donor71@example.com,donor424@example.com,Individual,Living,"1171 Main St, City1071, ST, 90001071",ChildA-1071,,,,,,,,,,,,,,,,,,
FAM0694,Hunter Murphy and Logan Thompson,Logan Thompson 1258,Hunter Murphy,donor1258@example.com,donor789@example.com,Family,Living,"1889 Main St, City1789, ST, 90001789",ChildA-1789,$100.00 ,1,8/23/2015,$100.00 ,,,,,,,,,,,,,,
FAM0694,Hunter Murphy and Logan Thompson,Hunter Murphy 789,Logan Thompson,donor789@example.com,donor1258@example.com,Family,Living,"1889 Main St, City1789, ST, 90001789",ChildA-1789,$100.00 ,1,8/23/2015,$100.00 ,,,,,,,,,,,,,,
FAM0698,Dylan Cook and Cameron Young,Cameron Young 1171,Dylan Cook,donor1171@example.com,donor943@example.com,Family,Living,"2043 Main St, City1943, ST, 90001943",ChildA-1943,,,,,,,,,,,,,,,,,,
FAM0698,Dylan Cook and Cameron Young,Dylan Cook 943,Cameron Young,donor943@example.com,donor1171@example.com,Family,Living,"2043 Main St, City1943, ST, 90001943",ChildA-1943,,,,,,,,,,,,,,,,,,
FAM0700,Charlie Thomas and Casey Cook,Charlie Thomas 173,Casey Cook,donor173@example.com,donor924@example.com,Family,Living,"1273 Main St, City1173, ST, 90001173",ChildA-1173,,,,,,,,,,,,,,,,,,
FAM0700,Charlie Thomas and Casey Cook,Casey Cook 924,Charlie Thomas,donor924@example.com,donor173@example.com,Family,Living,"1273 Main St, City1173, ST, 90001173",ChildA-1173,,,,,,,,,,,,,,,,,,
FAM0702,Phoenix Carter and Eden Allen,Phoenix Carter 758,Eden Allen,donor758@example.com,donor795@example.com,Family,Living,"1858 Main St, City1758, ST, 90001758",,,,,,,,,,,,,,,,,,,
FAM0702,Phoenix Carter and Eden Allen,Eden Allen 795,Phoenix Carter,donor795@example.com,donor758@example.com,Family,Living,"1858 Main St, City1758, ST, 90001758",,,,,,,,,,,,,,,,,,,
FAM0705,Phoenix Torres and Taylor Flores,Phoenix Torres 1038,Taylor Flores,donor1038@example.com,donor1122@example.com,Family,Living,"2138 Main St, City2038, ST, 90002038",ChildA-2038,,,,,,,,,,,,,,,,,,
